cycle_number,start_frame,end_frame,Foot_Off_Contra,Foot_Strike_Contra,Foot_Off,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
98,11392,11509,8.0,39.0,48.0,-28.246973037719727,-26.428836302323774,-24.578832973133434,-22.6526686928489,-20.660739031704992,-18.620830015702683,-16.455083153464575,-14.140317483381791,-11.861106959256258,-9.813048189336602,-7.987638776952569,-6.194503307342529,-4.199040109461001,-1.8995580889961907,0.720545459877364,3.653173999352887,6.825594598596749,10.018724528225992,12.979032689874824,15.578371221368968,17.823232997547496,19.83394241333008,21.786376953125,23.86827624927868,26.095282121138144,28.323128093372695,30.416148099032323,32.36781623146751,34.18865377252752,35.73616409301758,36.868009393865414,37.59418487548828,38.03445157137784,38.3078498840332,38.44905090332031,38.444065440784804,38.24979574030096,37.86860622059215,37.3251672224565,36.65751856023615,35.9354362487793,35.20269359241832,34.4546592018821,33.64905998923562,32.727149963378906,31.630434036254876,30.363822070035063,28.960301312533293,27.499636389992446,26.02025084062056,24.525903008200903,23.067754572088067,21.670579736882985,20.333006425337356,18.973679976029825,17.388120651245117,15.349550940773694,12.99578285217283,10.653462236577813,8.632427388971491,6.935881094499072,5.326192335648966,3.638353651220137,1.8902539665048792,0.14292457157914717,-1.573087773539816,-3.300821542739868,-5.147171714089142,-7.104949994520725,-9.079959956082433,-10.992308529940528,-12.844253106550733,-14.591685468500314,-16.14121298356491,-17.486767335371535,-18.652148680253465,-19.62670499628241,-20.36874008178711,-20.812443299727008,-21.055888956243344,-21.27462421764027,-21.647216796875004,-22.259168624877937,-23.088766618208453,-23.98248325694692,-24.77254676818848,-25.36792789806019,-25.786296497691765,-26.081491470336918,-26.199145577170633,-26.101208079944954,-25.769690947099164,-25.21252666820179,-24.45079057866876,-23.485422307794742,-22.27319387956098,-20.805971145629865,-19.108385086059563,-17.19872804121536,-16.8963623046875
99,11509,11625,8.0,39.0,47.0,-15.103765487670898,-12.916949040961988,-10.723888464648315,-8.550498023177639,-6.38733839266228,-4.18034092344419,-1.8318991895877954,0.7143391051677752,3.336976585966168,5.841488274660977,8.108693180662211,10.228149731953938,12.477469357577236,15.071795492461233,17.96097826716876,21.00290593233975,24.036922628229313,26.980022623081407,29.8014477816495,32.46066854457663,34.972220950656464,37.3866994453199,39.81597349378798,42.420523556795985,45.250891945578836,48.020445081922745,50.37968722256747,52.19575014981356,53.58175851841166,54.70329477329446,55.586679863207266,56.28746549047605,56.89325629340278,57.45262908935547,57.903836914987274,58.13156686647974,58.056909387761905,57.73596206819168,57.21149097789417,56.531785329182945,55.74731426046352,54.90948494034584,54.02981532703747,53.04548201898132,51.8673939175076,50.45446118441495,48.818992845939874,46.97131470959596,44.94820565888376,42.89612502281113,40.96523932254676,39.23921758478338,37.71549648708768,36.29157653962723,34.74769765680487,32.86015786064996,30.51396223511358,27.851980440544374,25.264158826885804,23.06220486188175,21.06270223675353,19.00994033042831,16.882090713038583,14.794018658724708,12.795050341673573,10.733537539087152,8.440603733062753,5.937881330046991,3.377490583092264,0.9034845829010099,-1.4028198478197822,-3.4764273190739265,-5.322033188559787,-6.958931571305402,-8.42942741182116,-9.743998094038526,-10.840070589624272,-11.679136700100372,-12.370995983932955,-13.041097881818061,-13.781398108511256,-14.662646293640135,-15.744060169566762,-16.94871759896326,-18.089374426639438,-19.00646683664033,-19.607629525541054,-19.912680134628758,-19.9938350253635,-19.895093782983647,-19.61155822060325,-19.14684197396943,-18.512227973552665,-17.70992677861994,-16.69513297803474,-15.464780393272946,-14.022722446557248,-12.387152980072322,-10.595512264906766,-10.327594757080078
100,11625,11740,8.0,39.0,47.0,-8.685811042785645,-6.703505935090961,-4.7020847628815,-2.7138009938326753,-0.7391673531195135,1.2568439097717552,3.3497999834291847,5.572454717424181,7.764881779449154,9.714200800115409,11.384541877592453,12.984241697523329,14.757177988688149,16.810402667883668,19.152707090281478,21.773831165198118,24.65029722271543,27.641089237097535,30.503280292857767,33.02808264530066,35.21490802186908,37.279740073464126,39.409282684326165,41.71711511322946,44.25836898341323,47.05159774934402,49.967506293094516,52.683552135120735,54.95679886172516,56.721009187024045,57.960641225179025,58.696510199344516,59.08929250697897,59.394972483317055,59.67723326249556,59.89423077515882,59.97448002208363,59.869604553839174,59.53900967222272,59.0240162936124,58.38266630847045,57.65017395790178,56.833030816280484,55.91094627765694,54.81637403700087,53.555830522017054,52.16879919803504,50.669659701260656,49.10282481800427,47.53183931292911,46.027643569792176,44.67810012354995,43.50160606461342,42.42020489471128,41.28382249311968,39.931669871012375,38.255119670521125,36.289764288700006,34.28372766514018,32.46888563368056,30.897559426047597,29.460411919487854,28.069688565803297,26.680522398515194,25.19450312913067,23.498546619607943,21.563795089721697,19.466377470228416,17.347957534019393,15.319803093418948,13.417228005149155,11.692752019323486,10.193797631697233,8.915591028001579,7.789041735909203,6.787270647106757,5.974556985527581,5.378623167673747,4.933620019392538,4.590128431416523,4.318445827021744,4.037960052490238,3.6568366710585805,3.166101458096746,2.6364322575655907,2.1701637349947562,1.8535603188505083,1.710825667236791,1.6808578570683796,1.7145363814903027,1.819940946318885,2.0551427229486308,2.492422046083391,3.1847287163589835,4.149549898475099,5.315141822352549,6.677726066473741,8.210580825805652,9.836506862833037,10.064845085144045
101,11740,11855,9.0,39.0,47.0,11.49543571472168,13.226456266460996,15.043136047594475,16.90511836427631,18.77656119760841,20.67394923200511,22.64888607371937,24.727636915264707,26.823694652981228,28.805762897838243,30.576121975677182,32.12652460734049,33.55677390821052,35.08148721251825,36.92982933738015,39.17648858735055,41.7717882021509,44.568374903515135,47.367846749045626,49.9308660102613,52.115868385392,54.009104179613516,55.813330756293404,57.700907003999966,59.737565589673586,61.8934439842147,64.13167252203431,66.5025898326527,68.91953824746489,71.01693810356987,72.45647846568714,73.24669994007458,73.58430342240767,73.68296813964844,73.60458543565538,73.41507281679095,73.20484508167614,73.00471488875573,72.72894233164162,72.23997173887311,71.45596236411971,70.40541146018289,69.18559288256097,67.85229114571003,66.3854734632704,64.74417703801936,62.8920029148911,60.82790239892825,58.57788606123492,56.22537397134184,53.905842482441614,51.70881236683239,49.634005652533645,47.632448177144994,45.61723154241388,43.44490687052409,40.9323475384953,38.04655710856122,35.10217805342241,32.52043107543329,30.520174431078374,28.95904791475547,27.533387964422047,26.01927375793458,24.296993737268938,22.281830970687096,19.947779973348002,17.33607213184088,14.586375515870373,11.93028363314544,9.545451828927714,7.452188482188216,5.52438944036312,3.6683248799256694,1.9280267050772022,0.4073381640694482,-0.8874972101413781,-1.9710691372553495,-2.838264790448268,-3.490731692073318,-3.96107614401615,-4.348460804332382,-4.832379740898052,-5.559454089463357,-6.523414626266006,-7.536592705081201,-8.383679495917423,-8.93559713074655,-9.193160163031683,-9.236125040535976,-9.121151143854318,-8.872647940510454,-8.47046522660689,-7.860949328451455,-6.996289614475143,-5.921760294172503,-4.6528756835244085,-3.2000855243567385,-1.5802636158586818,-1.3494318723678589
102,11855,11971,9.0,39.0,47.0,0.192518725991249,2.1052665132464785,4.034116374121772,5.9093444708621865,7.736410025394324,9.582178154377022,11.51107782306093,13.550727401116882,15.607528532394255,17.52750743519176,19.182358192675043,20.584786097208656,21.930364377570875,23.490001389474575,25.366262936832932,27.57476569667007,30.080225684426047,32.81239919951468,35.616106206720524,38.25955415976168,40.636555758389555,42.74945877537583,44.68983798556858,46.63036361848465,48.76966291485411,51.126985877451276,53.53084918706104,55.77086847478693,57.738915183327414,59.459477087463995,60.87418527314157,61.84335311735519,62.32832166883681,62.48251597086588,62.50766773416539,62.48209211561416,62.35266043923118,62.09809555670228,61.707994441793424,61.16698548288056,60.49024323742799,59.72212481257891,58.90258719704368,58.00743981563684,56.97042465209961,55.750374880704015,54.302361035587815,52.583590305212766,50.630573041511305,48.58152674665355,46.557956387298276,44.61096734711618,42.721073998345275,40.861369316024,38.99610415371981,36.95218827989367,34.49232868233111,31.611664049553163,28.598444755631267,25.826141665680233,23.419901645544815,21.29044752409964,19.324723696467846,17.467846436934046,15.69830418596364,13.929644440159645,11.95323944091798,9.6309107578162,7.042720308207491,4.479502143281888,2.262948690038738,0.4596472864199089,-1.1990835504098318,-2.8445999116608602,-4.435628669430519,-5.8670220375061,-7.086233235368827,-8.100901709662548,-8.93777613206343,-9.627471625202833,-10.280162194762564,-10.991872440684924,-11.772466698078198,-12.602161619398325,-13.483326883027047,-14.365854118809558,-15.11657875716084,-15.606466640125621,-15.773750623067219,-15.700659289504541,-15.47363957491788,-15.120488253506748,-14.659432652020696,-14.093392112038355,-13.367991909836274,-12.440947734948365,-11.301364725286312,-9.963583541638917,-8.455214924282505,-8.228263854980469
103,11971,12087,8.0,39.0,47.0,-6.82565450668335,-5.113009544334027,-3.372497967999391,-1.6400104508255469,0.08967014033385001,1.8501194029143355,3.6790515148278438,5.609899434176359,7.587822692562836,9.523560177196154,11.371088952729195,13.169805526733398,15.048101222876346,17.17232796640107,19.557064615114772,22.11739285786946,24.729447971690785,27.27196338923291,29.65297577597878,31.786083163637105,33.6484831607703,35.3237858396588,36.98089387681749,38.790284320561575,40.897558963660046,43.23628889912307,45.54485452054727,47.580716566606,49.23672057643082,50.514808539188266,51.43276387994939,52.08700665560636,52.55336984961924,52.91534932454427,53.212764046408914,53.36329400418985,53.199219790371984,52.71995097458964,51.98633983881786,51.07649138479522,50.06656531131629,48.997626140864206,47.83094336769798,46.5215072246513,45.03721279568142,43.36806973544034,41.51494398020735,39.48285547892253,37.31876431089459,35.0906903815992,32.84143806226325,30.598804069287844,28.391476660063777,26.24602107809047,24.03789710998535,21.483544455634227,18.34314623746004,14.705060034087229,11.011071282203755,7.754220408622656,4.982624285148864,2.4896026885870746,0.12466900035587591,-2.1475193283774536,-4.319161448815856,-6.510666587136018,-8.936166445414214,-11.658534570173785,-14.548688156436201,-17.371772130330392,-19.896184150618737,-22.022238972211134,-23.922596151178524,-25.741824333113854,-27.44971997810133,-28.890168912482977,-30.03287240230676,-31.05068545871311,-32.069624236135766,-33.08952917233862,-34.125736814556696,-35.26370100541548,-36.625033253371114,-38.19035740091342,-39.79079206062085,-41.22480072638002,-42.318584480670964,-42.987549752900094,-43.2518441942003,-43.25929988514294,-43.12238797274503,-42.9017703123767,-42.63456664422546,-42.2868485884233,-41.746432949798276,-40.97618912205552,-40.007564429080844,-38.88279373477203,-37.61313648416539,-37.42158508300781
104,12087,12201,9.0,39.0,47.0,-36.20491027832031,-34.714986165364586,-33.16997343121153,-31.56903596357866,-29.89577310735529,-28.100190885139234,-26.128487153486773,-23.980855652780246,-21.743216543486625,-19.47285530783913,-17.193794828472715,-14.93232727050781,-12.733564897017041,-10.639653408166133,-8.55117110050086,-6.2624191804365665,-3.6937473470514437,-0.8390687875675378,2.2463561431928194,5.423323024402965,8.51617749532064,11.446492455222394,14.346473693847662,17.34998610525421,20.50745513222435,23.729948390613906,26.823855255589347,29.59516976096414,32.02434828787139,34.18788759636157,36.04775272716176,37.500134092388734,38.58148540150036,39.465965270996094,40.22373049186938,40.74194208780924,40.916662736372515,40.79349032315341,40.50348929202919,40.12526806918058,39.659568786621094,39.08038387876568,38.372438950972125,37.50536265517726,36.4598045349121,35.2401157725941,33.849279692678735,32.27989890358664,30.569788325916626,28.783070939959895,26.995362599690754,25.26987769386984,23.640937458385118,22.104742512558435,20.610793893987477,19.086612065633137,17.45221507910526,15.694058678366915,13.974074970592138,12.549724434361316,11.53545761108398,10.687380530617448,9.763040947191632,8.705287239768285,7.467041709206315,5.887606649687782,3.8097825050354,1.1816395792094037,-1.7205364505450151,-4.542818849737023,-6.9291012503884115,-8.755696325591128,-10.195569992065442,-11.5033360972549,-12.819150722388072,-14.16037464141847,-15.535048455903025,-16.95443534851075,-18.38201644203881,-19.769421837546624,-21.098689859563656,-22.37063997442073,-23.55773515412303,-24.577319405295633,-25.333739540793683,-25.80972411415794,-26.049528237545132,-26.110825798728253,-26.087509791056316,-26.025461081302527,-25.850978677923028,-25.46112609632087,-24.836139389962852,-24.01510620117187,-23.079180515173704,-22.060666806770083,-20.950373042713498,-19.722091905998454,-18.371211543227677,-18.18979263305664
105,12201,12314,7.0,38.0,45.0,-16.904644012451172,-15.344060888194075,-13.734839449025165,-12.103588711131703,-10.439802266130544,-8.715969499915536,-6.924788272742068,-5.058727192156243,-3.1063908507125544,-1.1086143282326772,0.8811178093004728,2.7617935074700246,4.438701629638672,5.91351819279218,7.3095800756204,8.851946570656516,10.757658409349848,13.198004520300664,16.18246832760898,19.420609059959954,22.45205811779909,24.96291281960227,26.989348517523872,28.899109464703184,30.944351196289066,33.16219025428849,35.46200939139935,37.689804077148445,39.62023282291913,41.066979456429536,42.144769032796226,43.054303795400294,43.85734608197453,44.484368642171226,44.816225417936685,44.77796562271889,44.38802094893022,43.7736140164462,43.022832851217245,42.20109858657375,41.33540197815558,40.4248275756836,39.464834617845945,38.40876288365836,37.193630642361114,35.78053942593661,34.15782512318004,32.34571040760386,30.415712125373606,28.443540284127902,26.475659553450765,24.527434262362394,22.60426432676989,20.690310044722125,18.687330245971673,16.42044840918647,13.718957168887366,10.518346121816919,7.0956711239284775,3.917798095279281,1.2534498445915463,-0.9375888362075406,-2.808170192169433,-4.459334546869448,-6.005708911202173,-7.685398756855675,-9.702206929524731,-12.124305349407772,-14.839351519189709,-17.574535485469955,-20.03189454897485,-22.029685087878292,-23.624470624056737,-25.076417711046002,-26.546581287576696,-28.00263792095763,-29.304556259001153,-30.44587622748481,-31.60290388627486,-32.961964038887416,-34.500741939352025,-36.069931377064094,-37.50763844962072,-38.680494404802424,-39.50573325879646,-39.995937039153745,-40.24112239028468,-40.365591916170985,-40.3895034790039,-40.26332003660876,-39.94148913296786,-39.411970003686775,-38.66864822850083,-37.70813485347863,-36.59626392403033,-35.34932069104127,-33.93899848244407,-32.34014522668086,-30.581657814257078,-30.35990333557129
106,12314,12430,8.0,39.0,47.0,-28.757680892944336,-26.895983590020073,-25.069502840138444,-23.315699779626094,-21.642744256992533,-19.98888817218819,-18.23813143643466,-16.183120457812993,-13.727619700961643,-10.981925704262474,-8.280029687014496,-5.940531359778509,-4.028478376793139,-2.3478141746135686,-0.6652648364654683,1.202896048625308,3.4354975524574822,6.163514382911454,9.347789417613633,12.650759552464342,15.760238030944203,18.56667628432765,21.09550963507758,23.395529255722504,25.54790785818389,27.71374968326453,29.99513728209216,32.36805655739524,34.65754815303919,36.638843382247764,38.20696062030214,39.51779833706943,40.64458820073291,41.537760416666664,42.13826115926107,42.46541830505988,42.529663432728164,42.362680762705175,42.0057969526811,41.52881818829161,40.96123631795248,40.259760538736984,39.352066386829726,38.26129477915138,37.023156483968094,35.64418272538619,34.09577934188073,32.3540350210787,30.474947900483105,28.551838691788497,26.630452319829146,24.724671970714226,22.818841047961307,20.817408186016657,18.560304988514293,15.915152867635095,12.808336518027557,9.345817479220322,5.885112984011875,2.8601978385087135,0.3279310916409456,-1.840107515604808,-3.7282981896641343,-5.474002274599934,-7.329393516887317,-9.58415950428357,-12.277128219604482,-15.340957660867712,-18.590331665193204,-21.709364862153013,-24.36753323102238,-26.392871972286343,-28.027281327681102,-29.499005924571644,-30.913819804336093,-32.249026327422165,-33.44923119593148,-34.529060787624786,-35.60970838142163,-36.76310622090042,-37.963680999447604,-39.12810932506215,-40.16339500504311,-41.03522337325896,-41.77289835611979,-42.39996453487512,-42.87752286352292,-43.140788453997985,-43.16818237304687,-43.02270893135456,-42.73352362892844,-42.2908715527467,-41.733147861981635,-41.10210199067087,-40.3637132740984,-39.48064064257073,-38.42031571359345,-37.141903501568414,-35.623439596156885,-35.391780853271484
107,12430,12545,9.0,39.0,47.0,-33.86334609985352,-31.905436313513555,-29.848314131149138,-27.73722758437648,-25.57207874336628,-23.316233817977135,-20.90737782102643,-18.30759137086194,-15.594380870009914,-12.886637947776103,-10.346435787701848,-8.060393916236032,-5.9225068814826765,-3.740961212100406,-1.4551963948014401,0.9195013620297972,3.4275073234481015,6.1274401491338555,9.010415597395458,11.937880381189208,14.730244222313466,17.36701346888686,19.87161615159776,22.202633173778803,24.288064147486825,26.028038044168493,27.356352430401426,28.462143637917258,29.564900176693698,30.682479511607774,31.633309740008727,32.268105824788414,32.49925601843631,32.392431894938156,32.02612576340184,31.51276047061188,30.966706189242277,30.461664026433773,30.018634218158144,29.585251085685965,29.10553805033366,28.559142623284853,27.926273981730148,27.158145365088878,26.212295532226566,25.108498139814905,23.833143099389897,22.322694181191807,20.531696319580092,18.5027439811013,16.357764061051196,14.234211690498121,12.208029795174651,10.300162941518463,8.446597706187855,6.4858128229777074,4.196726546143037,1.5081109070416852,-1.250794414920028,-3.5794608087250697,-5.103226574984455,-5.897318690714208,-6.445790637623181,-7.3574506152759795,-8.85158337487114,-10.882059694540622,-13.363175710042295,-16.204982208483134,-19.19048045379947,-21.93990857673412,-24.204991774125524,-25.988439829662592,-27.467440518465896,-28.81344076599737,-30.050658158581665,-31.08541066718823,-31.89943346351084,-32.58344989352756,-33.28010223851059,-34.09870594679707,-35.06418416957662,-36.15257124467328,-37.26425860626529,-38.307441249038234,-39.23951235684481,-40.02650644321634,-40.62084614146839,-40.95840766213157,-41.02056460910374,-40.88797628999961,-40.66115431352095,-40.422917799516156,-40.18035915644482,-39.91139695138643,-39.56392577200225,-39.07427296493993,-38.3936258951823,-37.499185273141585,-36.386709039861515,-36.22453308105469
108,12545,12658,8.0,38.0,45.0,-35.06588363647461,-33.54835024746981,-31.88284895155165,-30.17315436854507,-28.483902555523496,-26.785223527388137,-24.951092170946527,-22.844782530659376,-20.453045469341852,-18.009151978926223,-15.784293078412912,-13.96531327565511,-12.512112935384113,-11.175603645016448,-9.691294795334942,-7.8877223621715205,-5.746842321723398,-3.3132394684685584,-0.7226696773008836,1.837041661594857,4.277276956673829,6.63569977789214,8.97206974029541,11.364385441096143,13.798324613860162,16.214107821686103,18.59812287609987,20.88637057217685,22.960219219477487,24.804995989558677,26.489652286876332,27.83749493685636,28.543002446492515,28.49713770548503,27.858630498250324,26.942714748960558,26.068356600674715,25.36916012234158,24.79714882975877,24.256192005041875,23.646894185229986,22.938620692551737,22.180975075924035,21.400023392956665,20.543420791625977,19.548378510908645,18.347847736243047,16.89730264682962,15.252226453838924,13.504950735304096,11.728718073681144,10.012379906394267,8.389601842321527,6.792939484721483,5.114381573416964,3.2248042954338905,0.9498649871710623,-1.8339318867885752,-4.892034689585383,-7.707217202042079,-9.867714130517207,-11.258804176792957,-12.113641864121568,-12.82348702170632,-13.721687047168464,-15.027141204988121,-16.779367446899407,-18.933437135484482,-21.268146707554063,-23.44913788997767,-25.22680976174094,-26.538517190952494,-27.499582290649414,-28.297083228525487,-29.00630918175283,-29.62679261872263,-30.14235604411424,-30.594324747721355,-31.041642911506422,-31.467213967833857,-31.810209447687324,-32.0548508384011,-32.202933956878354,-32.22464043203027,-32.08477367054333,-31.78532899028123,-31.342946197047375,-30.772226853804153,-30.086602528889976,-29.305211481421882,-28.4187459078702,-27.413260315403797,-26.292180321433328,-25.06269801746715,-23.730018114802803,-22.284020549119127,-20.692404486916278,-18.930131565440778,-17.002507893726087,-16.7592716217041
109,12658,12772,8.0,38.0,45.0,-14.915546417236328,-12.643024213386305,-10.261238040346088,-7.829493175853381,-5.367003614252263,-2.8500887119408804,-0.267436935143035,2.418739701762344,5.19626925208352,7.961308782750914,10.573076016975172,12.86718813578288,14.749553246931601,16.288203355037805,17.728643648552172,19.3883073980158,21.43040038600113,23.83768220381304,26.499752738259062,29.291658806078363,32.03750101725261,34.56531177867543,36.842173258463546,38.893688779888734,40.75400924682618,42.384528766978875,43.77711463697029,45.06846688010476,46.32492319742838,47.44734827677409,48.33621250499379,48.991260990952,49.477210420550726,49.82223892211914,49.98702355587121,49.92483404910926,49.57006419788707,48.90378108169093,47.947219386245266,46.76447573575106,45.45009324044892,44.086947932387844,42.68515673550692,41.222044280081086,39.681490580240876,38.01004652543501,36.14149821888316,34.05620343757398,31.83297139948063,29.528092471036032,27.184082840428204,24.868441841819056,22.611565503207114,20.363979397398037,17.99159743569113,15.344882965087885,12.272897893732244,8.683267896825603,4.69673825755261,0.7389351382400111,-2.546878467906611,-4.82997278733688,-6.356799689206222,-7.636948542161423,-9.17416711287066,-11.244946046309057,-13.808661460876465,-16.603958765665702,-19.250137733690686,-21.48335144736552,-23.213813261552296,-24.638184807517323,-26.061073129827342,-27.54960782600172,-28.867338180542,-29.917908235029753,-30.784112583507188,-31.595753351847332,-32.453024083917796,-33.439999782677866,-34.60856651537347,-35.88141562721947,-37.151130213882,-38.33503919659239,-39.353838487104944,-40.14783292828185,-40.68998128717596,-41.02491517500444,-41.23997116088867,-41.331977266253844,-41.30595883456144,-41.17069776130445,-40.89570502078894,-40.466562097722836,-39.91934724287553,-39.23032240434126,-38.35068303888493,-37.252653873328,-35.93350959546637,-35.75328826904297
110,12772,12888,8.0,39.0,47.0,-34.42311096191406,-32.749022878781716,-31.039041788891108,-29.305284557920515,-27.50214412958935,-25.55242278359153,-23.329246347600762,-20.734239424117888,-17.964220721312245,-15.280132813887162,-12.803184730838044,-10.561813884311249,-8.59521654880408,-6.854031678402063,-5.180740751401341,-3.3850015799204534,-1.2447534835699834,1.3281345788878651,4.203216899525033,7.076911324202413,9.724576034931216,12.090317841732139,14.231543646918404,16.279677882339012,18.451461040612426,20.81954379996868,23.324574807677607,25.83633682944558,28.166534096303614,30.131425722680905,31.604383873217028,32.63495524242671,33.280320292771464,33.65766143798828,33.86702408453431,33.900670716256805,33.675301638516515,33.21337119979088,32.58883096714212,31.89182131218188,31.180798347550212,30.450649569732974,29.63129667802291,28.68308373653528,27.57072999742296,26.23486987027255,24.61035792032878,22.72509771404844,20.707076621778086,18.6648845479946,16.641014156919532,14.69609529321844,12.899538030528062,11.21700916868267,9.433687903664328,7.307479434543189,4.714417363658088,1.780392097704354,-1.1690211211792119,-3.6909217978968827,-5.5640788945284685,-6.935541639424333,-8.20675199200409,-9.730535073713815,-11.62367351609047,-13.902025453972104,-16.44099553426106,-19.065031803015508,-21.579810171416323,-23.81460316975911,-25.632305318659007,-27.129448746189933,-28.566764484752305,-29.963862236100017,-31.226885227241908,-32.29998247551195,-33.23739539252387,-34.184863620334205,-35.20393591216116,-36.232562171088325,-37.18759625367443,-38.08335599032315,-38.97582163955227,-39.834480478306006,-40.53579353563713,-40.930556017943104,-41.01995171440972,-40.99500794844194,-40.98083750406901,-40.84588507449988,-40.583654230291195,-40.30600337789516,-39.9481640825368,-39.46051013830937,-38.85767842302418,-38.106166068953705,-37.15231774070047,-36.01763484453914,-34.77461466163096,-34.58930587768555
111,12888,13003,8.0,39.0,47.0,-33.46416473388672,-32.119906916762844,-30.769982790706134,-29.408919536706176,-28.002447340223526,-26.49475943440139,-24.791253523393117,-22.851666074810606,-20.864474152073715,-19.070455551147464,-17.611035491480973,-16.45597161187066,-15.442219069509799,-14.312146976740674,-12.842116288464476,-10.943043044119174,-8.662155633020884,-6.220770267525104,-3.9211034774780327,-1.9694322654695244,-0.38046802595408336,0.9907168041576004,2.2833994494544116,3.6123114740005637,5.067531238902695,6.707105968937726,8.536043957026315,10.453858028758656,12.280310004648538,13.769326421949597,14.770648551709721,15.322084677339806,15.49277378814389,15.343813578287762,14.88723585340712,14.219040331214368,13.436947389082478,12.575957539105657,11.645251023648967,10.663080533345545,9.633819859437269,8.553211568581942,7.419382904515128,6.2218973516213785,4.922105100419791,3.521339980038738,2.0073505652071275,0.3597517621637659,-1.432114879290252,-3.375556647175486,-5.403546752351695,-7.396259293411717,-9.322887199093593,-11.193882422013706,-13.052697008306327,-15.023495356241856,-17.242774231265294,-19.71667341752484,-22.21009489502569,-24.374113410410256,-25.888201626864337,-26.713022212789514,-27.249675037884952,-28.195147427645587,-29.860999579381453,-32.12165323893229,-34.673717498779276,-37.28884768245195,-39.88735160442314,-42.36607418638285,-44.45335442128807,-45.9492099261043,-47.01171042702414,-47.94426577018969,-48.88629659016927,-49.75209288163618,-50.462194192289104,-51.02345487806532,-51.44366651592832,-51.75898881392045,-52.03339528555822,-52.30003703724254,-52.57409587050928,-52.86948849456479,-53.156048630223125,-53.382399433791036,-53.52771550958807,-53.55737246889057,-53.38315285576715,-53.006774016100955,-52.51342357288708,-51.97597800360786,-51.36962906037918,-50.63033768624972,-49.74740881871696,-48.75010149406665,-47.58365214954725,-46.1490673489041,-44.41922513403075,-44.168739318847656
112,13003,13118,8.0,39.0,47.0,-42.48276519775391,-40.458491546939115,-38.418979182387844,-36.38795378713897,-34.365343729654946,-32.28776307539506,-30.084270535093367,-27.77064377370507,-25.3803596881905,-22.955446416681465,-20.600436798249834,-18.44452179802789,-16.518367767333988,-14.75146151070643,-13.08358714556453,-11.402401924133304,-9.484779126716385,-7.1757329497674505,-4.530113697052008,-1.7578982599455937,0.8988522026273928,3.3872182585976276,5.800894525316022,8.302112136224302,10.997734503312536,13.85340496988007,16.77525032891167,19.650639447298914,22.280873693601052,24.434384663899735,25.921835581461583,26.674841370245424,26.867415379996253,26.911107381184895,26.945171953451755,26.91828825979522,26.736113808371805,26.353031543770225,25.76659674596305,25.051287159775246,24.314702409686465,23.657442035097066,23.052117954600945,22.377020845509538,21.504589292738178,20.392590609463785,19.06075729986634,17.52085485362044,15.809313716310454,14.007250227109356,12.26041349738536,10.697881929802172,9.295071178012428,7.936594991972958,6.51090786673806,4.889052708943689,2.9034311410152522,0.4433464245362908,-2.357760383625214,-5.129812625923544,-7.383386597488851,-8.831918880192916,-9.586596363722677,-10.093941341746932,-10.84077175217445,-12.071419099364618,-13.842556317647283,-16.126225750855717,-18.799640674783724,-21.493433692238526,-23.74995755667637,-25.450606548424922,-26.777160124345247,-28.0081422401197,-29.304951272829612,-30.618494900790118,-31.77992493215233,-32.76116604275173,-33.60284123276219,-34.3003262991857,-34.91423466229679,-35.622519059614696,-36.42340511745876,-37.136377739183835,-37.62660460038618,-37.8512832564537,-37.77126847854768,-37.35732488921195,-36.782463497585724,-36.18701930961224,-35.548562483354054,-34.81216869932233,-33.946496481847284,-32.93689276955347,-31.772909569017823,-30.47083394214361,-29.034799055619693,-27.41755410396693,-25.60104452961624,-25.34172248840332
